x y f(x,y)
0.0 0.0 1.0
0.1282282715750936 0.1282282715750936 1.119667175507752
0.2564565431501872 0.2564565431501872 1.220949446948537
0.38468481472528077 0.38468481472528077 1.3021837622253958
0.5129130863003744 0.5129130863003744 1.3620362561273271
0.6411413578754679 0.6411413578754679 1.3995241523591726
0.7693696294505615 0.7693696294505615 1.414031900701214
0.8975979010256552 0.8975979010256552 1.4053212843267633
1.0258261726007487 1.0258261726007487 1.3735353313158711
1.1540544441758422 1.1540544441758422 1.3191959661382064
1.2822827157509358 1.2822827157509358 1.2431954396676932
1.4105109873260295 1.4105109873260295 1.1467816784478293
1.538739258901123 1.538739258901123 1.0315377937723431
1.6669675304762166 1.6669675304762166 0.8993560870415167
1.7951958020513104 1.7951958020513104 0.7524069782255093
1.9234240736264039 1.9234240736264039 0.593103367628453
2.0516523452014974 2.0516523452014974 0.424061016132165
2.179880616776591 2.179880616776591 0.24805559447478664
2.3081088883516845 2.3081088883516845 0.06797710681399927
2.436337159926778 2.436337159926778 -0.11321756306134545
2.5645654315018716 2.5645654315018716 -0.29255320368129134
2.6927937030769655 2.6927937030769655 -0.4670851287848608
2.821021974652059 2.821021974652059 -0.6339475289870478
2.9492502462271526 2.9492502462271526 -0.7904005282896928
3.077478517802246 3.077478517802246 -0.9338751727696231
3.2057067893773397 3.2057067893773397 -1.062015612731049
3.333935060952433 3.333935060952433 -1.1727177856924373
3.4621633325275267 3.4621633325275267 -1.264163965034289
3.5903916041026207 3.5903916041026207 -1.334852607019977
3.7186198756777142 3.7186198756777142 -1.3836230061023893
3.8468481472528078 3.8468481472528078 -1.4096743536769227
3.9750764188279013 3.9750764188279013 -1.4125788873366325
4.103304690402995 4.103304690402995 -1.3922889147191255
4.231532961978089 4.231532961978089 -1.3491375966138355
4.359761233553182 4.359761233553182 -1.2838334764710684
4.487989505128276 4.487989505128276 -1.197448846138138
4.616217776703369 4.616217776703369 -1.0914021388568806
4.744446048278463 4.744446048278463 -0.967434638629033
4.872674319853556 4.872674319853556 -0.8275818883810719
5.00090259142865 5.00090259142865 -0.6741402664056289
5.129130863003743 5.129130863003743 -0.5096292798934199
5.257359134578837 5.257359134578837 -0.33675019469482204
5.385587406153931 5.385587406153931 -0.15834168060929654
5.513815677729024 5.513815677729024 0.02266679949424022
5.642043949304118 5.642043949304118 0.20330309137674019
5.770272220879211 5.770272220879211 0.38060115211945034
5.898500492454305 5.898500492454305 0.551649752466647
6.026728764029398 6.026728764029398 0.7136402791295209
6.154957035604492 6.154957035604492 0.8639128521387394
6.283185307179586 6.283185307179586 0.9999999999999998
